Teu,Delivery_Date,Deadweight,Shipbuilder,Group_Beneficial_Owner,Operator,LR_IMO_Ship_No,Speed,Newbuild_Price_USD,Ship_Name,Beam,Delivery Year,Size Group,age
1040,2012-07-11,11500,CSBC Corp Taiwan - Keelung,WAN HAI LINES LTD,WAN HAI LINES LTD,9493298,18.79999924,36000000,Wan Hai 101,22.5,2012,900 - 1199 TEU,3.828680898
8004,2012-07-12,94374,Samsung Heavy Inds - Geoje,CSAV,HAPAG-LLOYD AG,9612882,23,90000000,Tirua,45.59999847,2012,5400+ TEU,3.825944171
13092,2012-07-15,141141,Hyundai Heavy Inds - Ulsan,ER SCHIFFAHRT GMBH & CIE KG,MSC MEDITERRANEAN SHIPPING CO,9465318,24.70000076,166000000,MSC Margrit,48.20000076,2012,5400+ TEU,3.81773399
8452,2012-07-25,104409,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595436,24.5,103000000,Ever Lambent,48.83599854,2012,5400+ TEU,3.790366721
4738,2012-08-01,67061,Shanghai Jiangnan Changxing HI,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9523031,18,74000000,Shanghai Jiangnan Changxing Hi,37.29999924,2012,4000 - 5399 TEU,3.771209633
7450,2012-08-01,100062,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9527025,23,,Daewoo 4225,45.20000076,2012,5400+ TEU,3.771209633
1042,2012-08-03,12691,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639646,17.79999924,18100000,SITC Shenzhen,22.60000038,2012,900 - 1199 TEU,3.76573618
4620,2012-08-07,58189,Shanghai Shipyard Co Ltd,HAMBURGER LLOYD,NYK LINE,9539688,23.10000038,,Rhl Concordia,37.40000153,2012,4000 - 5399 TEU,3.754789272
4250,2012-08-08,49944,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484326,24.5,42500000,Cosco Genoa,32.25,2012,4000 - 5399 TEU,3.752052545
4496,2012-08-10,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,MAERSK LINE A/S,9525405,21.29999924,,Maersk Copenhagen,37.40000153,2012,4000 - 5399 TEU,3.746579091
4532,2012-08-10,57830,CSBC Corp Taiwan - Kaohsiung,WAN HAI LINES LTD,WAN HAI LINES LTD,9457622,23.20000076,67000000,Wan Hai 512,37.29999924,2012,4000 - 5399 TEU,3.746579091
8626,2012-08-10,103235,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9462706,25.60000038,125000000,Ym Ubiquity,42.79999924,2012,5400+ TEU,3.746579091
13092,2012-08-10,140973,Hyundai Heavy Inds - Ulsan,HANJIN SHIPPING CO LTD,HANJIN SHIPPING CO LTD,9502910,23.70000076,167000000,Hanjin Africa,48.20000076,2012,5400+ TEU,3.746579091
6606,2012-08-17,83963,Dalian Shipbuilding Ind - No 2,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9494589,25.60000038,93000000,Kota Cahaya,40.11299896,2012,5400+ TEU,3.727422003
1040,2012-08-22,11500,CSBC Corp Taiwan - Keelung,WAN HAI LINES LTD,WAN HAI LINES LTD,9493303,18.79999924,36000000,Wan Hai 102,22.5,2012,900 - 1199 TEU,3.713738369
8452,2012-08-28,104409,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595448,24.5,103000000,Ever Laden,45.79999924,2012,5400+ TEU,3.697318008
1049,2012-08-29,12754,Dae Sun Shipbuilding & Eng,COSMOSHIP MANAGEMENT SA,HANJIN SHIPPING CO LTD,9459125,18.29999924,,Dignity C,22.60000038,2012,900 - 1199 TEU,3.694581281
8452,2012-08-31,104399,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595450,24.5,103000000,Ever Lasting,48.83599854,2012,5400+ TEU,3.689107827
1009,2012-09-06,11898,Hyundai Mipo Dockyard Co Ltd,PAN CONTINENTAL SHIPPING CO,PAN CONTINENTAL SHIPPING CO,9635418,18.29999924,,Pancon Glory,22.70000076,2012,900 - 1199 TEU,3.672687466
4253,2012-09-06,49949,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484338,24.5,42500000,Cosco Haifa,32.25,2012,4000 - 5399 TEU,3.672687466
13092,2012-09-07,140973,Hyundai Heavy Inds - Ulsan,HANJIN SHIPPING CO LTD,HANJIN SHIPPING CO LTD,9502946,23.70000076,167000000,Hanjin America,48.20000076,2012,5400+ TEU,3.669950739
8452,2012-09-11,104409,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595462,24.5,103000000,Ever Leading,48.83599854,2012,5400+ TEU,3.659003831
6606,2012-09-18,83964,Dalian Shipbuilding Ind - No 2,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9494591,25.60000038,93000000,Kota Cantik,40.11299896,2012,5400+ TEU,3.639846743
1100,2012-09-20,11913,Kyokuyo Shipyard Corp,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9638329,18,,SITC Osaka,22.5,2012,900 - 1199 TEU,3.63437329
1042,2012-09-21,12693,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639658,17.79999924,,SITC Shimizu,22.60000038,2012,900 - 1199 TEU,3.631636563
8452,2012-09-24,104375,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595474,24.5,103000000,Ever Laurel,45.79999924,2012,5400+ TEU,3.623426382
8762,2012-09-24,112516,Hyundai Samho Heavy Industries,XT GROUP,MSC MEDITERRANEAN SHIPPING CO,9619426,22,95000000,MSC Altamira,48.20000076,2012,5400+ TEU,3.623426382
2758,2012-09-27,41139,Guangzhou Wenchong Shipyard Co,NAVIOS MARITIME HOLDINGS INC,NAVIOS SHIPMANAGEMENT INC,9509126,22.29999924,,Ete N,32.20000076,2012,2700 - 2899 TEU,3.615216201
4250,2012-09-28,49945,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484340,24.5,42500000,Cosco Istanbul,32.25,2012,4000 - 5399 TEU,3.612479475
1100,2012-10-01,11892,Hyundai Mipo Dockyard Co Ltd,PAN CONTINENTAL SHIPPING CO,,9635420,18.60000038,,Pancon Success,22.70000076,2012,900 - 1199 TEU,3.604269294
13167,2012-10-01,142051,Hyundai Heavy Inds - Ulsan,HAPAG-LLOYD AG,HAPAG-LLOYD AG,9501344,24.70000076,170000000,Basle Express,48.20000076,2012,5400+ TEU,3.604269294
1042,2012-10-04,12574,Taizhou Kouan Shipbuilding Co,NORWEST MANAGEMENT CO PTE LTD,SHANGHAI PUHAI SHIPPING CO LTD,9611046,17.79999924,20000000,Tallahassee,22.60000038,2012,900 - 1199 TEU,3.596059113
7450,2012-10-08,99778,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9527037,23,,Maersk Londrina,45.20000076,2012,5400+ TEU,3.585112206
1040,2012-10-15,11500,CSBC Corp Taiwan - Keelung,WAN HAI LINES LTD,WAN HAI LINES LTD,9596349,18.79999924,,Wan Hai 103,22.5,2012,900 - 1199 TEU,3.565955118
8626,2012-10-19,103235,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9462718,25.60000038,125000000,CSBC Kaohsiung 959,42.79999924,2012,5400+ TEU,3.55500821
1036,2012-10-22,13000,Jiangdong Shipyard,CONMAR SHIPPING GMBH & CO KG,CONMAR SHIPPING GMBH & CO KG,9483358,18.5,28000000,Conmar Avenue,23.50200081,2012,900 - 1199 TEU,3.54679803
1042,2012-10-22,12697,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639660,17.79999924,18100000,SITC Fangcheng,22.60000038,2012,900 - 1199 TEU,3.54679803
4975,2012-10-22,62997,Hyundai Samho Heavy Industries,OLTMANN D GMBH & CO,HAMBURG SUDAMERIKANISCHE,9623661,21.89999962,61000000,Cap Frio,37.40000153,2012,4000 - 5399 TEU,3.54679803
8452,2012-10-22,104472,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595486,24.5,103000000,Ever Libra,48.83599854,2012,5400+ TEU,3.54679803
300,2012-10-23,4856,Zhejiang Zhenxing Shiprepair,LINTAS KUMALA ABADI,LINTAS KUMALA ABADI,9674579,,,Lintas Bengkulu,19.60000038,2012,0 - 899 TEU,3.544061303
9000,2012-10-23,112516,Hyundai Samho Heavy Industries,SCHULTE GROUP,MSC MEDITERRANEAN SHIPPING CO,9619452,22,95000000,MSC Arica,48.20000076,2012,5400+ TEU,3.544061303
4250,2012-10-25,49948,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484352,24.5,42500000,Cosco Jeddah,32.25,2012,4000 - 5399 TEU,3.538587849
1100,2012-10-26,16500,Fujian Changxing Shipbuilding,,XIAMEN ZHONGHONG SHIPPING,9706451,12,,Zhong Hong 29,22.89999962,2012,900 - 1199 TEU,3.535851122
1042,2012-11-05,12698,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639610,17.79999924,19000000,SITC Dalian,22.60000038,2012,900 - 1199 TEU,3.508483853
5100,2012-11-05,63007,Hyundai Samho Heavy Industries,OLTMANN D GMBH & CO,HAMBURG SUDAMERIKANISCHE,9623673,21.89999962,61000000,Cap Ferrato,37.40000153,2012,4000 - 5399 TEU,3.508483853
10700,2012-11-05,131097,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9601302,24.29999924,112000000,APL Paris,45.20000076,2012,5400+ TEU,3.508483853
16020,2012-11-05,187625,Daewoo Shipbuilding & Marine,CMA CGM HOLDING & CO SAS,CMA CGM SA THE FRENCH LINE,9454436,24.10000038,170000000,CMA Cgm Marco Polo,53.59999847,2012,5400+ TEU,3.508483853
537,2012-11-12,8180,Ningbo Boda Shipbuilding,TEMAS LINE,TEMAS LINE,9671890,11.5,,Kanal Mas,21.79999924,2012,0 - 899 TEU,3.489326765
2824,2012-11-12,38887,Hyundai Mipo Dockyard Co Ltd,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9616802,23,42500000,Kota Gaya,30,2012,2700 - 2899 TEU,3.489326765
13000,2012-11-12,139287,STX Offshore & Shbldg - Jinhae,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9467457,23,170000000,MSC Katie,48.40000153,2012,5400+ TEU,3.489326765
537,2012-11-15,8180,Ningbo Boda Shipbuilding,,RPTD SOLD UNDISCLOSED INTEREST,9672351,10.5,,Warih Mas,21.79999924,2012,0 - 899 TEU,3.481116585
6606,2012-11-15,83964,Dalian Shipbuilding Ind - No 2,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9494606,25.60000038,93000000,Kota Cabar,40.11899948,2012,5400+ TEU,3.481116585
1100,2012-11-20,11874,Kyokuyo Shipyard Corp,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9638331,18,,SITC Yokkaichi,22.5,2012,900 - 1199 TEU,3.46743295
3635,2012-11-20,46954,Shanghai Shipyard Co Ltd,BOREALIS MARITIME LTD,HAPAG-LLOYD AG,9449120,23,57500000,Chopin,32.20000076,2012,2900 - 3999 TEU,3.46743295
8452,2012-11-20,104326,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595498,24.5,103000000,Ever Lawful,45.79999924,2012,5400+ TEU,3.46743295
190,2012-11-21,2114,Yamanaka,MARUSAN KAIUN KK,MARUSAN KAIUN KK,9658848,18.60000038,,Naha 2,14.19999981,2012,0 - 899 TEU,3.464696223
2758,2012-11-21,41129,Guangzhou Wenchong Shipyard Co,NAVIOS MARITIME HOLDINGS INC,NAVIOS SHIPMANAGEMENT INC,9509138,22.29999924,,Fleur N,32.20000076,2012,2700 - 2899 TEU,3.464696223
537,2012-11-22,8180,Ningbo Boda Shipbuilding,TEMAS LINE,TEMAS LINE,9672387,10.5,,Umbul Mas,21.79999924,2012,0 - 899 TEU,3.461959496
1040,2012-11-22,12998,Dae Sun Shipbuilding & Eng,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9610547,18,19000000,SITC Qingdao,22.60000038,2012,900 - 1199 TEU,3.461959496
1085,2012-11-23,14222,Nanjing Wujiazui Shipbuilding,CARSTEN REHDER SCHIFFSMAKLER,EVERGREEN MARINE CORP,9454242,18.5,24500000,Sonderborg Strait,23.5,2012,900 - 1199 TEU,3.45922277
4532,2012-11-23,57830,CSBC Corp Taiwan - Kaohsiung,WAN HAI LINES LTD,WAN HAI LINES LTD,9457634,23.20000076,67000000,Wan Hai 513,37.29999924,2012,4000 - 5399 TEU,3.45922277
537,2012-11-27,8180,Ningbo Boda Shipbuilding,TEMAS LINE,TEMAS LINE,9672399,11.5,,Hilir Mas,21.79999924,2012,0 - 899 TEU,3.448275862
1040,2012-11-30,11500,CSBC Corp Taiwan - Keelung,WAN HAI LINES LTD,WAN HAI LINES LTD,9596789,18.79999924,,Wan Hai 105,22.5,2012,900 - 1199 TEU,3.440065681
1740,2012-11-30,21762,Guangzhou Wenchong Shipyard Co,BUSS CAPITAL GMBH & CO KG,MCC TRANSPORT SINGAPORE PTE,9634660,19.70000076,27500000,MCC Benoa,27.39999962,2012,1600 - 1799 TEU,3.440065681
4738,2012-12-01,66926,Shanghai Jiangnan Changxing HI,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9523081,18,74000000,Shanghai Jiangnan Changxing Hi,37.29999924,2012,4000 - 5399 TEU,3.437328955
4738,2012-12-01,67052,Shanghai Jiangnan Changxing HI,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9523043,18,74000000,Shanghai Jiangnan Changxing Hi,37.29999924,2012,4000 - 5399 TEU,3.437328955
5023,2012-12-01,62335,Hyundai Heavy Inds - Gunsan,CAPITAL MARITIME & TRADING,HYUNDAI MERCHANT MARINE CO LTD,9625528,21.5,60000000,Hyundai Prestige,37.40000153,2012,4000 - 5399 TEU,3.437328955
6552,2012-12-01,84155,Jiangsu Rongsheng Shipbuilding,HANSA TREUHAND GMBH & CO KG,HANSA SHIPPING GMBH & CO KG,9526502,24.89999962,101000000,Hs Paris,40.11000061,2012,5400+ TEU,3.437328955
13167,2012-12-01,142018,Hyundai Heavy Inds - Ulsan,HAPAG-LLOYD AG,HAPAG-LLOYD AG,9501356,24.70000076,170000000,Hong Kong Express,48.20000076,2012,5400+ TEU,3.437328955
9000,2012-12-03,112516,Hyundai Samho Heavy Industries,,MSC MEDITERRANEAN SHIPPING CO,9619464,22,95000000,MSC Agadir,48.20000076,2012,5400+ TEU,3.431855501
537,2012-12-05,8180,Ningbo Boda Shipbuilding,TEMAS LINE,TEMAS LINE,9672363,10.5,,Belik Mas,21.79999924,2012,0 - 899 TEU,3.426382047
537,2012-12-05,8180,Ningbo Boda Shipbuilding,TEMAS LINE,TEMAS LINE,9672375,10.5,,Telaga Mas,21.79999924,2012,0 - 899 TEU,3.426382047
1042,2012-12-11,12695,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639608,17.79999924,19000000,SITC Hochiminh,22.60000038,2012,900 - 1199 TEU,3.409961686
2200,2012-12-12,29870,Persian Gulf,IRAN SHIPPING LINES,IRAN SHIPPING LINES,9270684,20.89999962,,Azad,29.79999924,2012,1800 - 2399 TEU,3.407224959
9592,2012-12-14,96980,IHI Marine United - Kure,KAWASAKI KISEN KAISHA LTD,KAWASAKI KISEN KAISHA LTD,9566394,22.70000076,,Hangzhou Bay Bridge,45.59999847,2012,5400+ TEU,3.401751505
8626,2012-12-20,103235,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9462720,25.60000038,125000000,CSBC Kaohsiung 960,42.79999924,2012,5400+ TEU,3.385331144
10700,2012-12-21,131204,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9601314,24.29999924,112000000,APL Dublin,45.20000076,2012,5400+ TEU,3.382594417
1042,2012-12-26,12691,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639622,17.79999924,19000000,SITC Yantai,22.60000038,2012,900 - 1199 TEU,3.368910783
707,2012-12-27,8685,Nam Trieu,NASICO,NAM TRIEU SHIPPING CO LTD,9352664,17.5,,Nasico Green,19.39999962,2012,0 - 899 TEU,3.366174056
1807,2012-12-28,25795,Ha Long Shbldg Co - Ha Long,VINALINES,VINALINES,9503691,20.10000038,,Vnl Ruby,27.60000038,2012,1800 - 2399 TEU,3.363437329
1756,2013-01-01,24121,SPP Shipbuilding - Sacheon,EASTERN MEDITERRANEAN MTME-LIE,EASTERN MEDITERRANEAN MTME-LIE,9625906,20,30500000,Tzini,29.79999924,2013,1600 - 1799 TEU,3.353867214
3868,2013-01-01,52065,Shanghai Shipyard Co Ltd,RUDOLF A OETKER KG,HAMBURG SUDAMERIKANISCHE,9602875,20,50500000,Sebastiao Caboto,37.29999924,2013,2900 - 3999 TEU,3.353867214
4622,2013-01-02,62448,Hyundai Samho Heavy Industries,HI INVESTMENT & SECURITIES,HANJIN SHIPPING CO LTD,9632480,21.60000038,60000000,Hanjin Aqua,37.40000153,2013,4000 - 5399 TEU,3.351129363
8886,2013-01-03,112516,Hyundai Samho Heavy Industries,XT GROUP,MSC MEDITERRANEAN SHIPPING CO,9619438,22,95000000,MSC Albany,48.20000076,2013,5400+ TEU,3.348391513
4496,2013-01-04,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,MAERSK LINE A/S,9526459,21.29999924,,Maersk Cadiz,37.40000153,2013,4000 - 5399 TEU,3.345653662
7450,2013-01-04,99792,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9527049,23,,Maersk Lanco,45.20000076,2013,5400+ TEU,3.345653662
9000,2013-01-04,112516,Hyundai Samho Heavy Industries,,MSC MEDITERRANEAN SHIPPING CO,9619476,22,95000000,MSC Antigua,48.20000076,2013,5400+ TEU,3.345653662
1700,2013-01-05,27546,Rongcheng Shenfei Shipbuilding,QUANZHOU ANSHENG SHPG CO LTD,QUANZHOU ANSHENG SHPG CO LTD,9667318,14,,Ren Jian Guangzhou,27.60000038,2013,1600 - 1799 TEU,3.342915811
1740,2013-01-07,21789,Guangzhou Wenchong Shipyard Co,BUSS CAPITAL GMBH & CO KG,MCC TRANSPORT SINGAPORE PTE,9634672,19.70000076,27500000,MCC Muara,27.39999962,2013,1600 - 1799 TEU,3.33744011
6881,2013-01-10,80274,Hyundai Samho Heavy Industries,TECHNOMAR SHIPPING INC,MAERSK LINE A/S,9635664,23,73000000,Mary,42.79999924,2013,5400+ TEU,3.329226557
8452,2013-01-15,104504,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595503,24.5,103000000,Ever Leader,45.79999924,2013,5400+ TEU,3.315537303
1042,2013-01-16,12599,Yangfan Group Co Ltd,NINGBO MARINE GROUP CO LTD,NINGBO OCEAN SHIPPING CO LTD,9656280,17.79999924,18000000,New Mingzhou 12,22.60000038,2013,900 - 1199 TEU,3.312799452
8888,2013-01-16,101566,Hudong-Zhonghua Shipbuilding,ORIENT OVERSEAS INTERNATIONAL,ORIENT OVERSEAS CONTAINER LINE,9477892,25.79999924,120700000,OOCL Miami,42.79999924,2013,5400+ TEU,3.312799452
8762,2013-01-18,112516,Hyundai Samho Heavy Industries,XT GROUP,MSC MEDITERRANEAN SHIPPING CO,9619440,22,95000000,MSC Anchorage,48.20000076,2013,5400+ TEU,3.307323751
6881,2013-01-21,80163,Hyundai Samho Heavy Industries,AMOLIANI MARITIME CORP,MAERSK LINE A/S,9635640,22.5,73000000,Maersk Elgin,42.79999924,2013,5400+ TEU,3.299110198
3635,2013-01-22,47115,Shanghai Shipyard Co Ltd,LEONHARDT & BLUMBERG,HAPAG-LLOYD AG,9459400,23,58500000,Hansa Asia,32.20000076,2013,2900 - 3999 TEU,3.296372348
13800,2013-01-22,144342,Samsung Heavy Inds - Geoje,ORIENT OVERSEAS INTERNATIONAL,ORIENT OVERSEAS CONTAINER LINE,9622588,23,130000000,OOCL Poland,48.20000076,2013,5400+ TEU,3.296372348
6881,2013-01-25,80228,Hyundai Samho Heavy Industries,AEOLOS MANAGEMENT SA,MAERSK LINE A/S,9635652,22.5,73000000,Maersk Langkloof,42.79999924,2013,5400+ TEU,3.288158795
4496,2013-01-31,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,MAERSK LINE A/S,9529255,21.29999924,,Maersk Cardiff,37.40000153,2013,4000 - 5399 TEU,3.271731691
6881,2013-01-31,80274,Hyundai Samho Heavy Industries,TECHNOMAR SHIPPING INC,MAERSK LINE A/S,9635676,22.5,73000000,Alexandra,42.79999924,2013,5400+ TEU,3.271731691
1740,2013-02-01,23453,Guangzhou Wenchong Shipyard Co,LEONHARDT & BLUMBERG,LEONHARDT & BLUMBERG,9535101,19.79999924,,Hansa Fresenburg,27.39999962,2013,1600 - 1799 TEU,3.26899384
1040,2013-02-04,13009,Dae Sun Shipbuilding & Eng,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9610559,18,19300000,SITC Busan,22.60000038,2013,900 - 1199 TEU,3.260780287
7450,2013-02-04,99865,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9527051,23,,Maersk Lamanai,38,2013,5400+ TEU,3.260780287
8102,2013-02-04,90799,Koyo Dockyard Co Ltd,TRADER TANKERS GROUP,APL LTD,9532800,25.5,,APL Latvia,46,2013,5400+ TEU,3.260780287
1850,2013-02-21,23927,Hyundai Mipo Dockyard Co Ltd,NAM SUNG SHIPPING CO LTD,NAM SUNG SHIPPING CO LTD,9650066,19.23999977,31000000,Starship Leo,27.5,2013,1800 - 2399 TEU,3.214236824
1006,2013-02-25,13017,Dae Sun Shipbuilding & Eng,REGIONAL CONTAINER LINES,RCL SHIPMANAGEMENT PTE LTD,9491719,18,24400000,Siri Bhum,22.60000038,2013,900 - 1199 TEU,3.203285421
1850,2013-02-27,23927,Hyundai Mipo Dockyard Co Ltd,NAM SUNG SHIPPING CO LTD,NAM SUNG SHIPPING CO LTD,9650078,19.20999908,31000000,Starship Ursa,27.5,2013,1800 - 2399 TEU,3.197809719
4532,2013-02-27,57830,CSBC Corp Taiwan - Kaohsiung,WAN HAI LINES LTD,WAN HAI LINES LTD,9457646,23.20000076,67000000,Wan Hai 515,37.29999924,2013,4000 - 5399 TEU,3.197809719
13386,2013-02-28,156605,Nantong COSCO KHI Ship Eng,COSCO,COSCON,9516404,24.29999924,140000000,Cosco Belgium,51.20000076,2013,5400+ TEU,3.195071869
809,2013-03-01,9140,Nantong Mingde Heavy Industry,IHDA EUROPE FEEDER BV,,9517678,18.5,,Mingde Md098-800teu-06,21.04000092,2013,0 - 899 TEU,3.192334018
3560,2013-03-01,45349,Hyundai Samho Heavy Industries,HANJIN SHIPPING HOLDINGS CO,HANJIN SHIPPING CO LTD,9632753,21.5,,Hanjin Indonesia,34.90000153,2013,2900 - 3999 TEU,3.192334018
3560,2013-03-01,45542,Hyundai Samho Heavy Industries,HANJIN SHIPPING HOLDINGS CO,HANJIN SHIPPING CO LTD,9632741,21.5,,Hanjin Turkey,34.90000153,2013,2900 - 3999 TEU,3.192334018
4620,2013-03-01,58027,Shanghai Jiangnan Changxing HI,HAMBURGER LLOYD,HAMBURGER LLOYD,9495765,23,76000000,Rhl Constantia,37.29999924,2013,4000 - 5399 TEU,3.192334018
1850,2013-03-07,23927,Hyundai Mipo Dockyard Co Ltd,NAM SUNG SHIPPING CO LTD,NAM SUNG SHIPPING CO LTD,9656759,19.34000015,,Starship Pegasus,27.5,2013,1800 - 2399 TEU,3.175906913
2824,2013-03-07,39829,Hyundai Mipo Dockyard Co Ltd,KOREA MARINE TRANSPORT CO LTD,KOREA MARINE TRANSPORT CO LTD,9626405,21.5,40500000,KMTC Ningbo,30,2013,2700 - 2899 TEU,3.175906913
8452,2013-03-08,104341,Samsung Heavy Inds - Geoje,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,9595515,24.5,103000000,Ever Legacy,45.79999924,2013,5400+ TEU,3.173169062
5023,2013-03-11,63015,Hyundai Heavy Inds - Gunsan,CAPITAL MARITIME & TRADING,HYUNDAI MERCHANT MARINE CO LTD,9625530,21.5,60000000,Hyundai Premium,37.40000153,2013,4000 - 5399 TEU,3.16495551
6700,2013-03-11,80115,Hyundai Samho Heavy Industries,AEOLOS MANAGEMENT SA,MAERSK A/S,9635688,22.5,75000000,Dal Karoo,42.79999924,2013,5400+ TEU,3.16495551
1042,2013-03-13,12593,Taizhou Kouan Shipbuilding Co,NORWEST MANAGEMENT CO PTE LTD,MTT SHIPPING SDN BHD,9611058,17.79999924,19500000,Kalamazoo,22.60000038,2013,900 - 1199 TEU,3.159479808
14000,2013-03-13,150936,Hyundai Samho Heavy Industries,NEPTUNE ORIENT LINES LTD,APL LTD,9631955,23.20000076,127000000,APL Temasek,51,2013,5400+ TEU,3.159479808
8827,2013-03-14,110853,Sungdong Shipbuilding & Eng,COSTAMARE SHIPPING CO SA,MSC MEDITERRANEAN SHIPPING CO,9618305,22,94500000,MSC Athens,48.20000076,2013,5400+ TEU,3.156741958
1042,2013-03-15,12560,Yangfan Group Co Ltd,NINGBO MARINE GROUP CO LTD,NINGBO OCEAN SHIPPING CO LTD,9656292,17.79999924,18000000,New Mingzhou 16,22.60000038,2013,900 - 1199 TEU,3.154004107
6881,2013-03-18,80277,Hyundai Samho Heavy Industries,TECHNOMAR SHIPPING INC,MAERSK LINE A/S,9641223,22.5,73000000,Kristina,42.79999924,2013,5400+ TEU,3.145790554
7450,2013-03-18,99798,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9527063,23,,Maersk Labrea,45.20000076,2013,5400+ TEU,3.145790554
4253,2013-03-22,49997,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484364,24.5,42500000,Cosco Piraeus,32.25,2013,4000 - 5399 TEU,3.134839151
9200,2013-03-22,108600,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9597472,23,94980000,APL Vancouver,45.20000076,2013,5400+ TEU,3.134839151
13092,2013-03-22,140973,Hyundai Heavy Inds - Ulsan,PETER DOEHLE SCHIFFAHRTS-KG,HANJIN SHIPPING CO LTD,9502958,24.70000076,169000000,Hanjin Harmony,48.20000076,2013,5400+ TEU,3.134839151
9592,2013-03-26,96980,Japan Marine Utd - Kure,KAWASAKI KISEN KAISHA LTD,KAWASAKI KISEN KAISHA LTD,9588093,22.70000076,,Hanoi Bridge,45.20000076,2013,5400+ TEU,3.123887748
13167,2013-03-26,142022,Hyundai Heavy Inds - Ulsan,HAPAG-LLOYD AG,HAPAG-LLOYD AG,9501368,24.70000076,170000000,Shanghai Express,48.20000076,2013,5400+ TEU,3.123887748
13800,2013-03-26,144143,Samsung Heavy Inds - Geoje,ORIENT OVERSEAS INTERNATIONAL,ORIENT OVERSEAS CONTAINER LINE,9622605,23,130000000,OOCL Berlin,48.20000076,2013,5400+ TEU,3.123887748
13800,2013-03-26,144342,Samsung Heavy Inds - Geoje,ORIENT OVERSEAS INTERNATIONAL,ORIENT OVERSEAS CONTAINER LINE,9622590,23,130000000,OOCL Brussels,48.20000076,2013,5400+ TEU,3.123887748
