Teu,Delivery_Date,Deadweight,Shipbuilder,Group_Beneficial_Owner,Operator,LR_IMO_Ship_No,Speed,Newbuild_Price_USD,Ship_Name,Beam,Delivery Year,Size Group,age
1085,2012-01-05,14213,Nanjing Wujiazui Shipbuilding,VROON GROUP BV,VROON BV,9474395,18.5,,Italian Express,23.5,2012,900 - 1199 TEU,4.34318555
7564,2012-01-06,106043,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9526942,22.82999992,,Daewoo 4221,45.90000153,2012,5400+ TEU,4.340448823
957,2012-01-11,11811,Yangfan Group Co Ltd,VEGA-REEDEREI FRIEDRICH DAUBER,VEGA-REEDEREI FRIEDRICH DAUBER,9491616,18.79999924,,Vega Sagittarius,22.60000038,2012,900 - 1199 TEU,4.326765189
13092,2012-01-11,148580,Hyundai Heavy Inds - Ulsan,GRAND INDUS SHIPPING LTD,MSC MEDITERRANEAN SHIPPING CO,9465265,24.70000076,166000000,MSC Vega,48.20000076,2012,5400+ TEU,4.326765189
303,2012-01-15,4705,Zijinshan Shipyard,SINOTRANS,SINOTRANS,9600566,,,Zhong Wai Yun Chang Jiang 003,18,2012,0 - 899 TEU,4.315818281
13100,2012-01-16,145274,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525869,24.10000038,167000000,Ain Snan,48.20000076,2012,5400+ TEU,4.313081554
4398,2012-01-17,51310,Hyundai Samho Heavy Industries,DIORYX MARITIME CORP,DIORYX MARITIME CORP,9464247,24.10000038,,Maliakos,32.20000076,2012,4000 - 5399 TEU,4.310344828
5605,2012-01-19,70590,Hyundai Samho Heavy Industries,SCHULTE GROUP,MITSUI OSK LINES LTD,9535187,23.70000076,101400000,MOL Gratitude,40.04399872,2012,5400+ TEU,4.304871374
1036,2012-01-20,13031,Sainty Shipbuilding Yangzhou,HS SCHIFFAHRTS GMBH & CO KG,ORIENT OVERSEAS CONTAINER LINE,9584475,18,,Heinrich Schepers,23.39999962,2012,900 - 1199 TEU,4.302134647
1036,2012-01-25,13031,Sainty Shipbuilding Yangzhou,HS SCHIFFAHRTS GMBH & CO KG,CHINA SHIPPING CONTAINER LINES,9584487,18,,Helena Schepers,23.39999962,2012,900 - 1199 TEU,4.288451013
8930,2012-01-25,96980,IHI Marine United - Kure,ANCHOR SHIP INVESTMENT CO LTD,KAWASAKI KISEN KAISHA LTD,9588079,22.70000076,,Honolulu Bridge,45.59999847,2012,5400+ TEU,4.288451013
8004,2012-01-31,94707,Samsung Heavy Inds - Geoje,CSAV,HAPAG-LLOYD AG,9569970,23,125000000,Tucapel,45.59999847,2012,5400+ TEU,4.272030651
10700,2012-02-01,131358,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9462017,24.29999924,145000000,APL Southampton,45.20000076,2012,5400+ TEU,4.269293924
13100,2012-02-08,145520,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525871,24.10000038,167000000,Unayzah,48.33000183,2012,5400+ TEU,4.250136836
4622,2012-02-13,61983,Hyundai Samho Heavy Industries,F A VINNEN & CO GMBH & CO KG,F A VINNEN & CO GMBH & CO KG,9456991,21.60000038,69000000,Merkur Harbour,37.40000153,2012,4000 - 5399 TEU,4.236453202
1800,2012-02-15,21650,CSBC Corp Taiwan - Keelung,WAN HAI LINES LTD,WAN HAI LINES LTD,9493274,20,36000000,CSBC Keelung 977,27.29999924,2012,1800 - 2399 TEU,4.230979748
1496,2012-02-16,21800,Zhejiang Ouhua Shipbuilding Co,AHRENKIEL STEAMSHIP GMBH & CO,AHRENKIEL SHIPMANAGEMENT GMBH,9449869,18.5,,As Riccarda,25,2012,1200 - 1599 TEU,4.228243021
4249,2012-02-16,49856,Jiangsu Newyangzi Shipbuilding,THOMAS SCHULTE REEDEREI GMBH,HAMBURG SUDAMERIKANISCHE,9477610,24.5,65000000,Balthasar Schulte,32.25,2012,4000 - 5399 TEU,4.228243021
8700,2012-02-16,100072,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9526954,23,,Daewoo 4222,45.20000076,2012,5400+ TEU,4.228243021
13092,2012-02-16,141550,Hyundai Samho Heavy Industries,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9473731,24.70000076,17000000,Hyundai Together,48.20000076,2012,5400+ TEU,4.228243021
2758,2012-02-17,41108,Guangzhou Wenchong Shipyard Co,BUSS CAPITAL GMBH & CO KG,NYK LINE,9445899,22.29999924,46000000,Calidris,32.20000076,2012,2700 - 2899 TEU,4.225506294
5550,2012-02-17,73800,Daewoo-Mangalia,CLAUS-PETER OFFEN REEDEREI,MSC MEDITERRANEAN SHIPPING CO,9480227,23.20000076,95000000,MSC Vigo,40,2012,5400+ TEU,4.225506294
4496,2012-02-24,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,SAFMARINE CONTAINER LINES,9525364,21.29999924,,Safmarine Chilka,37.40000153,2012,4000 - 5399 TEU,4.206349206
43,2012-02-25,1489,Harwood Marine International,SNA TUHAA PAE,SNA TUHAA PAE,9607473,12,,Tuhaa Pae IV,13.60000038,2012,0 - 899 TEU,4.203612479
4249,2012-02-28,49842,Jiangsu Newyangzi Shipbuilding,TECHNOMAR SHIPPING INC,TECHNOMAR SHIPPING INC,9477787,24.5,65000000,Argos,32.25,2012,4000 - 5399 TEU,4.195402299
4538,2012-02-28,52190,Hyundai Heavy Inds - Ulsan,NYK LINE,NYK LINE,9487964,24.10000038,85000000,Nyk Fushimi,35.38999939,2012,4000 - 5399 TEU,4.195402299
8533,2012-02-28,101387,Shanghai Jiangnan Changxing HI,DANAOS SHIPPING CO LTD,CMA CGM SA THE FRENCH LINE,9473028,25.29999924,,CMA Cgm Melisande,42.79999924,2012,5400+ TEU,4.195402299
4496,2012-02-29,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,SAFMARINE CONTAINER LINES,9525376,21.29999924,,Safmarine Chambal,37.40000153,2012,4000 - 5399 TEU,4.192665572
10700,2012-03-01,131477,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9462029,24.29999924,145000000,APL Salalah,45.20000076,2012,5400+ TEU,4.189928845
13092,2012-03-01,140637,Hyundai Heavy Inds - Ulsan,SEASPAN CORP,COSCON,9472127,24.70000076,175000000,Cosco Fortune,48.32400131,2012,5400+ TEU,4.189928845
13092,2012-03-01,141550,Hyundai Samho Heavy Industries,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9475674,24.70000076,170000000,Hyundai Tenacity,48.20000076,2012,5400+ TEU,4.189928845
13092,2012-03-01,148642,Hyundai Heavy Inds - Ulsan,SINOCEANIC SHIPPING ASA,MSC MEDITERRANEAN SHIPPING CO,9465277,24.70000076,166000000,MSC Altair,48.20000076,2012,5400+ TEU,4.189928845
13100,2012-03-01,145528,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525883,24.10000038,167000000,Alula,48.20000076,2012,5400+ TEU,4.189928845
14000,2012-03-01,166093,Daewoo Shipbuilding & Marine,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9461415,24,168000000,MSC Deila,51.20000076,2012,5400+ TEU,4.189928845
14074,2012-03-01,155627,Samsung Heavy Inds - Geoje,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9467304,24.10000038,170000000,CSCL Uranus,51.20000076,2012,5400+ TEU,4.189928845
13050,2012-03-07,154494,Daewoo Shipbuilding & Marine,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9484481,24.79999924,,MSC Aurora,48.40000153,2012,5400+ TEU,4.173508484
13092,2012-03-07,140146,Hyundai Samho Heavy Industries,SEASPAN ULC,COSCON,9472189,24.70000076,175000000,Cosco Excellence,48.32400131,2012,5400+ TEU,4.173508484
1740,2012-03-14,23295,Guangzhou Wenchong Shipyard Co,CARSTEN REHDER SCHIFFSMAKLER,CMA CGM SA THE FRENCH LINE,9516789,19.79999924,,Winchester Strait,27.39999962,2012,1600 - 1799 TEU,4.154351396
4496,2012-03-14,61643,Hyundai Samho Heavy Industries,MOLLER AP,MAERSK LINE A/S,9525455,21.29999924,,Maersk Cabo Verde,37.40000153,2012,4000 - 5399 TEU,4.154351396
13092,2012-03-14,140609,Hyundai Heavy Inds - Ulsan,SEASPAN ULC,COSCON,9472141,24.70000076,175000000,Cosco Faith,48.32400131,2012,5400+ TEU,4.154351396
13050,2012-03-15,154185,Daewoo Shipbuilding & Marine,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9484467,24.79999924,,MSC Vandya,48.40000153,2012,5400+ TEU,4.151614669
1060,2012-03-19,11884,Hyundai Mipo Dockyard Co Ltd,CK LINE CO LTD,CK LINE CO LTD,9595797,17,,Sky Hope,22.70000076,2012,900 - 1199 TEU,4.140667761
3421,2012-03-19,46020,Rongcheng Shenfei Shipbuilding,HANSA TREUHAND GMBH & CO KG,HANSA SHIPPING GMBH & CO KG,9565338,22,51000000,HS Rossini,32.20000076,2012,2900 - 3999 TEU,4.140667761
7800,2012-03-20,93025,Daewoo Shipbuilding & Marine,HAMBURG SUDAMERIKANISCHE,HAMBURG SUDAMERIKANISCHE,9430387,22.20000076,,Santa Ursula,42.79999924,2012,5400+ TEU,4.137931034
8700,2012-03-22,99858,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9526966,23,,Daewoo 4223,45.20000076,2012,5400+ TEU,4.132457581
260,2012-03-23,4752,Nhat Le Shipyard,NASICO,NAM TRIEU SHIPPING CO LTD,9560883,15,,Nasico Sky,15.82999992,2012,0 - 899 TEU,4.129720854
4622,2012-03-27,61962,Hyundai Samho Heavy Industries,JUNGERHANS MARITIME SERVICES,JUNGERHANS MARITIME SERVICES,9457000,21.60000038,69000000,Merkur Planet,37.40000153,2012,4000 - 5399 TEU,4.118773946
1500,2012-03-28,21281,Zhejiang Ouhua Shipbuilding Co,SCHIFFFAHRTSKONTOR WARNOW GMBH,MCC TRANSPORT SINGAPORE PTE,9509803,18.5,,Warnow Boatswain,25,2012,1200 - 1599 TEU,4.116037219
4738,2012-03-28,66904,Shanghai Jiangnan Changxing HI,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9523005,18,74000000,Shanghai Jiangnan Changxing Hi,37.29999924,2012,4000 - 5399 TEU,4.116037219
1304,2012-03-30,16866,AVIC Weihai Shipyard Co Ltd,CHIAMO ISLAND SHIPPING CO LTD,MARLOW NAVIGATION CO LTD-CYP,9506540,19,,Searuby,25,2012,1200 - 1599 TEU,4.110563766
4538,2012-03-30,52190,Hyundai Heavy Inds - Ulsan,NYK LINE,NYK LINE,9487952,24.10000038,85000000,Nyk Furano,35.38999939,2012,4000 - 5399 TEU,4.110563766
13092,2012-04-01,140973,Hyundai Heavy Inds - Ulsan,HANJIN SHIPPING CO LTD,HANJIN SHIPPING CO LTD,9501239,24.70000076,167000000,Hanjin Sooho,48.20000076,2012,5400+ TEU,4.105090312
13092,2012-04-01,148694,Hyundai Heavy Inds - Ulsan,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9465289,24.70000076,166000000,MSC Capella,48.20000076,2012,5400+ TEU,4.105090312
13100,2012-04-01,145451,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525895,24.10000038,167000000,Tayma,48.33000183,2012,5400+ TEU,4.105090312
13100,2012-04-01,145527,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525900,24.10000038,167000000,Malik Al Ashtar,48.33000183,2012,5400+ TEU,4.105090312
13100,2012-04-04,145534,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525912,24.10000038,167000000,Al Riffa,51.20000076,2012,5400+ TEU,4.096880131
4250,2012-04-05,49963,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484003,24.5,42500000,Cosco Aden,32.25,2012,4000 - 5399 TEU,4.094143404
1060,2012-04-09,11891,Hyundai Mipo Dockyard Co Ltd,CK LINE CO LTD,CK LINE CO LTD,9595802,17,,Sky Flower,22.70000076,2012,900 - 1199 TEU,4.083196497
13092,2012-04-13,140973,Hyundai Heavy Inds - Ulsan,HANJIN SHIPPING CO LTD,HANJIN SHIPPING CO LTD,9502867,24.70000076,167000000,Hanjin Asia,48.20000076,2012,5400+ TEU,4.072249589
10070,2012-04-16,123137,Hyundai Heavy Inds - Ulsan,NEPTUNE ORIENT LINES LTD,APL LTD,9461881,24.79999924,145000000,APL Le Havre,45.72800064,2012,5400+ TEU,4.064039409
1012,2012-04-18,12754,Dae Sun Shipbuilding & Eng,COSMOSHIP MANAGEMENT SA,UNITED ARAB SHIPPING CO,9459101,18,38000000,Nobility,22.60000038,2012,900 - 1199 TEU,4.058565955
13092,2012-04-18,140241,Hyundai Samho Heavy Industries,SEASPAN ULC,COSCON,9472165,24.70000076,175000000,Cosco Hope,48.32400131,2012,5400+ TEU,4.058565955
13100,2012-04-18,145237,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525924,24.10000038,167000000,Al Qibla,48.20000076,2012,5400+ TEU,4.058565955
877,2012-04-20,11000,Fujian Mawei Shipbuilding Ltd,HERMANN BUSS GMBH & CIE KG,UNIFEEDER A/S,9429261,18.29999924,,Morsum,23.20000076,2012,0 - 899 TEU,4.053092501
1740,2012-04-20,23367,Guangzhou Wenchong Shipyard Co,CARSTEN REHDER SCHIFFSMAKLER,CNC LINE-CHINESE TAIPEI,9516777,19.79999924,,Wellington Strait,27.39999962,2012,1600 - 1799 TEU,4.053092501
4250,2012-04-20,49955,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484261,24.5,42500000,Cosco Auckland,32.25,2012,4000 - 5399 TEU,4.053092501
6589,2012-04-20,81145,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9485007,25.29999924,,Ym Masculinity,40,2012,5400+ TEU,4.053092501
1805,2012-04-25,21650,CSBC Corp Taiwan - Keelung,WAN HAI LINES LTD,WAN HAI LINES LTD,9493286,19,36000000,Wan Hai 275,27.29999924,2012,1800 - 2399 TEU,4.039408867
4496,2012-04-25,61588,Hyundai Samho Heavy Industries,MOLLER AP,MAERSK LINE A/S,9525467,21.29999924,,Hyundai Samho S497,37.40000153,2012,4000 - 5399 TEU,4.039408867
3635,2012-04-26,46956,Shanghai Shipyard Co Ltd,THOMAS SCHULTE REEDEREI GMBH,THOMAS SCHULTE REEDEREI GMBH,9449106,23,57500000,Lilly Schulte,32.20000076,2012,2900 - 3999 TEU,4.03667214
8930,2012-04-27,96980,IHI Marine United - Kure,ANCHOR SHIP INVESTMENT CO LTD,KAWASAKI KISEN KAISHA LTD,9588081,22.70000076,,Helsinki Bridge,45.59999847,2012,5400+ TEU,4.033935413
10700,2012-05-01,131229,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9462031,24.29999924,145000000,APL Yangshan,45.20000076,2012,5400+ TEU,4.022988506
13167,2012-05-01,142028,Hyundai Heavy Inds - Ulsan,HAPAG-LLOYD AG,HAPAG-LLOYD AG,9501332,24.70000076,170000000,New York Express,48.20000076,2012,5400+ TEU,4.022988506
14000,2012-05-01,165966,Daewoo Shipbuilding & Marine,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9461439,24,168000000,MSC Valeria,51.20000076,2012,5400+ TEU,4.022988506
14074,2012-05-01,155263,Samsung Heavy Inds - Geoje,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9467316,24.10000038,170000000,Samsung 1826,51.20000076,2012,5400+ TEU,4.022988506
4664,2012-05-02,58197,Shanghai Shipyard Co Ltd,HAMBURGER LLOYD,HAMBURGER LLOYD,9539664,23.10000038,,Rhl Conscientia,37.40000153,2012,4000 - 5399 TEU,4.020251779
13092,2012-05-03,141458,Hyundai Samho Heavy Industries,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9475686,24.70000076,170000000,Hyundai Smart,48.20000076,2012,5400+ TEU,4.017515052
13092,2012-05-04,140973,Hyundai Heavy Inds - Ulsan,HANJIN SHIPPING CO LTD,HANJIN SHIPPING CO LTD,9502908,24.70000076,167000000,Hanjin Europe,48.20000076,2012,5400+ TEU,4.014778325
5605,2012-05-07,71416,Hyundai Samho Heavy Industries,PETER DOEHLE SCHIFFAHRTS-KG,MITSUI OSK LINES LTD,9535199,23.70000076,101400000,MOL Genesis,40,2012,5400+ TEU,4.006568144
1849,2012-05-08,26650,Sedef Tuzla,KALKAVAN K,TURKON KONTEYNER TASIMACILIK,9365879,19.5,,Kaan Kalkavan,28,2012,1800 - 2399 TEU,4.003831418
4496,2012-05-09,61561,Hyundai Samho Heavy Industries,MOLLER AP,MAERSK LINE A/S,9525479,21.29999924,,Hyundai Samho S498,37.40000153,2012,4000 - 5399 TEU,4.001094691
7800,2012-05-15,92915,Daewoo Shipbuilding & Marine,HAMBURG SUDAMERIKANISCHE,HAMBURG SUDAMERIKANISCHE,9430399,22.20000076,,Santa Barbara,42.79999924,2012,5400+ TEU,3.98467433
13092,2012-05-15,148542,Hyundai Heavy Inds - Ulsan,ER SCHIFFAHRT GMBH & CIE KG,MSC MEDITERRANEAN SHIPPING CO,9465291,24.70000076,166000000,MSC Regulus,48.20000076,2012,5400+ TEU,3.98467433
1036,2012-05-16,13031,Sainty Shipbuilding Yangzhou,HS SCHIFFAHRTS GMBH & CO KG,HS SCHIFFAHRTS GMBH & CO KG,9584865,18,,Katharina Schepers,23.39999962,2012,900 - 1199 TEU,3.981937603
13000,2012-05-16,139439,STX Offshore & Shbldg - Jinhae,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9467445,23,170000000,MSC Katrina,48.40000153,2012,5400+ TEU,3.981937603
10070,2012-05-21,123137,Hyundai Heavy Inds - Ulsan,NEPTUNE ORIENT LINES LTD,APL LTD,9461893,24.79999924,145000000,APL Qingdao,45.72800064,2012,5400+ TEU,3.968253968
1085,2012-05-22,14236,Nanjing Wujiazui Shipbuilding,ER SCHIFFAHRT GMBH & CIE KG,FESCO,9448695,18.29999924,,E. R. Visby,23.5,2012,900 - 1199 TEU,3.965517241
1036,2012-05-23,13000,Jiangdong Shipyard,WESSELS REEDEREI GMBH & CO KG,WESSELS REEDEREI GMBH & CO KG,9504073,18.5,,Wes Janine,23.79999924,2012,900 - 1199 TEU,3.962780515
4250,2012-05-28,49920,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484273,24.5,42500000,Cosco Houston,32.25,2012,4000 - 5399 TEU,3.94909688
1025,2012-05-30,14717,Fujian Mawei Shipbuilding Ltd,WINTER REEDEREI GMBH & CO KG,BUSS SHIPPING GMBH & CO KG,9429223,18.29999924,,Corsar,23.20000076,2012,900 - 1199 TEU,3.943623426
4496,2012-05-30,61608,Hyundai Samho Heavy Industries,MOLLER AP,MAERSK LINE A/S,9525481,21.29999924,,Hyundai Samho S499,37.40000153,2012,4000 - 5399 TEU,3.943623426
4532,2012-05-30,57830,CSBC Corp Taiwan - Kaohsiung,WAN HAI LINES LTD,WAN HAI LINES LTD,9455296,23.20000076,,Wan Hai 511,38.20000076,2012,4000 - 5399 TEU,3.943623426
4738,2012-05-30,67040,Shanghai Jiangnan Changxing HI,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9523017,18,74000000,Xin Hang Zhou,37.29999924,2012,4000 - 5399 TEU,3.943623426
7450,2012-05-30,99863,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9526978,23,,Daewoo 4224,45.20000076,2012,5400+ TEU,3.943623426
13100,2012-06-01,145149,Samsung Heavy Inds - Geoje,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9525936,24.10000038,167000000,Jebel Ali,51.20000076,2012,5400+ TEU,3.938149973
14000,2012-06-01,165959,Daewoo Shipbuilding & Marine,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9484429,24,,MSC Clorinda,51.20000076,2012,5400+ TEU,3.938149973
13092,2012-06-07,141356,Hyundai Samho Heavy Industries,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9475698,24.70000076,170000000,Hyundai Speed,48.20000076,2012,5400+ TEU,3.921729611
4496,2012-06-08,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,SAFMARINE CONTAINER LINES,9525388,21.29999924,,Safmarine Chachai,37.40000153,2012,4000 - 5399 TEU,3.918992885
4496,2012-06-12,61614,Hyundai Samho Heavy Industries,MOLLER AP,MAERSK LINE A/S,9561497,21.29999924,,Maersk Cuanza,37.40000153,2012,4000 - 5399 TEU,3.908045977
8004,2012-06-12,94600,Samsung Heavy Inds - Geoje,CSAV,HAPAG-LLOYD AG,9612870,23,90000000,Tolten,45.59999847,2012,5400+ TEU,3.908045977
13092,2012-06-15,148549,Hyundai Heavy Inds - Ulsan,ER SCHIFFAHRT GMBH & CIE KG,MSC MEDITERRANEAN SHIPPING CO,9465306,24.70000076,166000000,MSC Renee,48.20000076,2012,5400+ TEU,3.899835796
4250,2012-06-17,49971,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484285,24.5,42500000,Cosco Colombo,32.25,2012,4000 - 5399 TEU,3.894362343
1036,2012-06-18,13200,Jiangdong Shipyard,CONMAR SHIPPING GMBH & CO KG,CONMAR SHIPPING GMBH & CO KG,9458975,18.5,28000000,Conmar Bay,23.50200081,2012,900 - 1199 TEU,3.891625616
4250,2012-06-18,50006,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484297,24.5,42500000,Cosco Durban,32.25,2012,4000 - 5399 TEU,3.891625616
5605,2012-06-18,71339,Hyundai Samho Heavy Industries,SCHULTE GROUP,MITSUI OSK LINES LTD,9535204,23.70000076,101400000,MOL Growth,40.04000092,2012,5400+ TEU,3.891625616
8626,2012-06-18,103235,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9462691,25.60000038,125000000,Ym Uniformity,42.79999924,2012,5400+ TEU,3.891625616
880,2012-06-21,11000,Fujian Mawei Shipbuilding Ltd,HERMANN BUSS GMBH & CIE KG,ECKHOFF GMBH & CO KG,9429273,18.29999924,,Sylt,23.20000076,2012,0 - 899 TEU,3.883415435
1730,2012-06-23,23353,Ha Long Shbldg Co - Ha Long,VINASHIN,VINASHIN OCEAN SHIPPING CO LTD,9434618,19.70000076,,New Vision,25.29999924,2012,1600 - 1799 TEU,3.877941981
1740,2012-06-25,23452,Guangzhou Wenchong Shipyard Co,LEONHARDT & BLUMBERG,LEONHARDT & BLUMBERG,9535096,19.79999924,,Hansa Duburg,27.39999962,2012,1600 - 1799 TEU,3.872468528
4250,2012-06-25,49954,Jiangsu Newyangzi Shipbuilding,COSCO,COSCON,9484302,24.5,42500000,Cosco Fos,32.25,2012,4000 - 5399 TEU,3.872468528
4400,2012-06-25,51247,Hyundai Samho Heavy Industries,DIORYX MARITIME CORP,FML SHIP MANAGEMENT LTD,9464314,24.10000038,,Gulf Barakah,32.20000076,2012,4000 - 5399 TEU,3.872468528
5605,2012-06-25,71416,Hyundai Samho Heavy Industries,PETER DOEHLE SCHIFFAHRTS-KG,MITSUI OSK LINES LTD,9535216,23.70000076,101400000,MOL Generosity,40,2012,5400+ TEU,3.872468528
1025,2012-06-26,14740,Fujian Mawei Shipbuilding Ltd,WINTER REEDEREI GMBH & CO KG,BUSS SHIPPING GMBH & CO KG,9429235,18.29999924,,Condor,23.20000076,2012,900 - 1199 TEU,3.869731801
1036,2012-06-27,12850,Jiangdong Shipyard,BRISE SCHIFFAHRTS GMBH,BRISE SCHIFFAHRTS GMBH,9483334,18.5,28000000,Lindaunis,23.50200081,2012,900 - 1199 TEU,3.866995074
3635,2012-06-27,47266,Shanghai Shipyard Co Ltd,LEONHARDT & BLUMBERG,HAPAG-LLOYD AG,9459412,23,58500000,Hansa Europe,32.20000076,2012,2900 - 3999 TEU,3.866995074
4496,2012-06-27,61547,Hyundai Samho Heavy Industries,MOLLER AP,MAERSK LINE A/S,9525493,21.29999924,,Maersk Cabinda,37.40000153,2012,4000 - 5399 TEU,3.866995074
1036,2012-06-28,12850,Jiangdong Shipyard,BRISE SCHIFFAHRTS GMBH,MCC TRANSPORT SINGAPORE PTE,9483346,18.5,28000000,Maasholm,23.50200081,2012,900 - 1199 TEU,3.864258347
2758,2012-06-28,41462,Guangzhou Wenchong Shipyard Co,SCHOELLER HOLDINGS LTD,HANSE BEREEDERUNGS GMBH,9571325,22.29999924,,Cape Marin,32.20000076,2012,2700 - 2899 TEU,3.864258347
3635,2012-06-28,46925,Shanghai Shipyard Co Ltd,THOMAS SCHULTE REEDEREI GMBH,HAPAG-LLOYD AG,9449118,23,57500000,Martha Schulte,32.20000076,2012,2900 - 3999 TEU,3.864258347
13092,2012-06-28,140565,Hyundai Samho Heavy Industries,DANAOS SHIPPING CO LTD,HYUNDAI MERCHANT MARINE CO LTD,9475703,24.70000076,170000000,Hyundai Ambition,48.20000076,2012,5400+ TEU,3.864258347
2546,2012-06-29,34116,Jiangsu Yangzijiang Shbldg Co,LAEISZ F SCHIFFAHRTS MBH & CO,LAEISZ REEDEREI,9506382,22,,Beethoven,29.79999924,2012,2400 - 2699 TEU,3.86152162
7800,2012-06-29,92910,Daewoo Shipbuilding & Marine,HAMBURG SUDAMERIKANISCHE,HAMBURG SUDAMERIKANISCHE,9444845,22.20000076,,Santa Ines,42.79999924,2012,5400+ TEU,3.86152162
8930,2012-06-29,96980,IHI Marine United - Kure,ANCHOR SHIP INVESTMENT CO LTD,KAWASAKI KISEN KAISHA LTD,9566382,22.70000076,,Houston Bridge,45.59999847,2012,5400+ TEU,3.86152162
4738,2012-07-01,67041,Shanghai Jiangnan Changxing HI,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9523029,18,74000000,Shanghai Jiangnan Changxing Hi,37.29999924,2012,4000 - 5399 TEU,3.856048166
10700,2012-07-01,131197,Daewoo Shipbuilding & Marine,NEPTUNE ORIENT LINES LTD,APL LTD,9462043,24.29999924,145000000,APL Barcelona,45.20000076,2012,5400+ TEU,3.856048166
13100,2012-07-01,142092,Hyundai Heavy Inds - Ulsan,HAPAG-LLOYD AG,HAPAG-LLOYD AG,9461051,24.70000076,170000000,Hamburg Express,48.20000076,2012,5400+ TEU,3.856048166
1042,2012-07-02,12737,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639593,17.79999924,19000000,SITC Moji,22.60000038,2012,900 - 1199 TEU,3.85331144
4496,2012-07-06,61614,Hyundai Heavy Inds - Ulsan,MOLLER AP,MAERSK LINE A/S,9525390,21.29999924,,Maersk Colombo,37.40000153,2012,4000 - 5399 TEU,3.842364532
1042,2012-07-09,12579,Taizhou Kouan Shipbuilding Co,NORWEST MANAGEMENT CO PTE LTD,SEA CONSORTIUM PTE LTD,9611034,17.79999924,20000000,Chattanooga,22.60000038,2012,900 - 1199 TEU,3.834154351
1042,2012-07-09,12715,Yangfan Group Co Ltd,SITC INTERNATIONAL HOLDINGS CO,SITC CONTAINER LINES CO LTD,9639634,17.79999924,18100000,SITC Lianyungang,22.60000038,2012,900 - 1199 TEU,3.834154351
